,_id,Title,Company,Location,Salary,Description,Date,Job_Search,Department_Search,city,cp,salary_min,salary_max,salary_type,salary_mean,salary_label_quartiles,salary_label_percentile,label_3_mean,label_min_max,salary_label_tertiles
627,pj_abee4da3392ded19,Développeur Java,Ratp Smart Systems,Bordeaux (33),38 000 € - 45 000 € par an,"Première filiale régionale de Ratp Smart Systems, Ixxi Techside est dédiée aux développements informatiques et recherche des Développeurs Java. ACTIVITES Participer au recueil des besoins avec la MOA Réaliser des Proof Of Concepts et ou maquette Contribuer aux spécifications générales et détaillées d’un produit ou d’un service : UML, design patterns Assurer les développements logiciels nécessaires et éventuellement le suivi de réalisation de composants sous-traités Effectuer des tests unitaires et intégration Participer aux différentes phases des projets : build (mode nouveau projet), run (mode tierce maintenance types 1 et 2) Construire de nouvelles solutions mobiles à partir d’un besoin client Effectuer des opérations de maintenance ou d’évolution des applications existantes. Participer aux cérémonies Agile (Scrum, Kanban) ou cycle en V Utiliser l’Usine Logicielle Ixxi (plateforme d’intégration continue, SVN, Sonarqube, Jenkins, TestRails, Redmine, Nexus) pour améliorer la qualité du code Participer aux estimations des charges de développements Participer aux tirs de charges et de robustesse Faire remonter tout risque identifié auprès du Chef de projet ou du maître d’œuvre responsable de l’application ou du produit et proposer des solutions Faire valider les documents produits auprès du Leader Technique ou du maître d’œuvre responsable de l’application ou du produit concerné ENVIRONNEMENT TECHNIQUE : Java / Spring / Maven / Eclipse Serveur d’application: Tomcat / Jetty API / Web services . SOA: Soap, Rest, XML, JSON Bus à messages JMS : ActiveMQ, Rabbit MQ Présentation : GWT, Liferay, Vaadin, HTML5, JS Cartographie : OpenLayers, Leaflet, OpenStreetMap… OS: Linux, RedHat SGBD: Postgresql, mysql Il n’est pas demandé au candidat de maîtriser l’ensemble de l’environnement technique. En revanche, une attention particulière sera portée afin de s’assurer de la volonté du candidat d’enrichir ses compétences et de sa capacité à rapidement monter en compétence sur ces nouvelles technologies. Description du profil Savoir-faire technique Langages de programmation Conception objet et design-patterns Algorithmie Environnements open source Connaissance des principales phases de projet (expression de besoin, planning, cahier des charges, de recettes…) Langues Maîtrise de l’anglais technique pour la compréhension des programmes et anglais courant souhaitable et/ou pour participer à des projets internationaux Profil: Ecole d’Ingénieur ou équivalent Expérience souhaitée sur des environnements technologiques similaires Le profil recherché doit développer les qualités suivantes : bon relationnel et ouverture intellectuelle, réelle volonté à travailler en équipe rigueur, sens du service,créativité, curiosité ambition de rapidement maitriser l’environnement technique, capacité d’adaptation à de nouveaux langages goût pour le travail en équipe et la rapidité d'exécution capacité de reporting et de partage de ses connaissances Type d'emploi : Temps plein, CDI Salaire : 40 000,00€ à 45 000,00€ /an Langue: anglais (Souhaitée) Type d'emploi : Temps plein, CDI Salaire : 38 000,00€ à 45 000,00€ /an",,Développeur,Gironde,Bordeaux ,33,38000.0,45000.0,annually,41500.0,1,1,0,3,2
628,pj_adf5a2231977d834,Développeur PHP confirmé,ADSearch,Lyon 1er (69),40 000 € - 50 000 € par an,"Adsearch, cabinet de recrutement du Groupe Adéquat, recrute en France et à l’international des profils d’experts techniques et de cadres pour ses clients. Spécialisés dans leur domaine, nos dénicheurs de talents vous accompagnent tout au long de votre carrière. Adsearch, simplement pour vous !  Retrouvez toutes nos offres sur www.adsearch.fr  Adsearch recrute pour son client, start-up éditrice de logiciel en pleine croissance, un DEVELOPPEUR PHP CONFIRME (h/f).  Vous êtes avide d’aventures et souhaitez prendre part à l’hyper-croissance d’une start-up dans le digital ?  Alors ceci devrait vous intéresser : Nous recherchons un DEVELOPPEUR PHP CONFIRME pour rejoindre une start-up créée il y a 5 ans et en croissance exponentielle depuis 3 ans.  Composée de 2 personnes au départ, cette start-up comprend aujourd’hui 20 collaborateurs et ne cesse de s’agrandir. A tel point qu’un déménagement de locaux est prévu, tout en restant dans l’hyper centre de Lyon (1er Arrondissement, Terreaux).  Cette start-up propose à ses clients une solution SAAS innovante permettant d’acquérir de nouveaux marchés chaque jour.  Pour accompagner cette forte croissance les dirigeants ont à cœur de perfectionner le niveau de qualité de leur code.  L’équipe : L’équipe technique est aujourd’hui composée de 10 personnes, réparties sur 3 pôles différents. Vous rejoignez un pôle de 4 personnes (1 Lead Dev, 2 dév juniors et vous).  Le contexte : Accélérer et structurer les développements de la plateforme SAAS.  La stack technique : PHP principalement (V7), Symfony (V4) Docker Full AWS SGBD : SQL Ponctuellement : Javascript, Vue.js, Node.js, API  Au sein de cette équipe dynamique vous effectuez des développements backend principalement, sur la plateforme du logiciel SAAS. Vous intervenez plus particulièrement sur la partie Data de la solution.  Vos outils principaux sont PHP 7.2 et Symfony 4. Actuellement sur MongoDB la société va migrer sur SQL. Vous pourrez utiliser ponctuellement Node.js, Vue.js et autres langages adaptés si besoin.  De formation supérieure en informatique vous justifiez de 5 ans d’expérience réussie en développement PHP (plutôt backend).  Vous aimez les défis techniques et l’environnement start-up vous attire.  Vous aimez les challenges, la prise d’initiatives et être force de proposition ? Alors venez faire partie de cette aventure !",,Développeur,Rhône,Lyon,69,40000.0,50000.0,annually,45000.0,1,1,0,3,2
629,pj_afc15c3e02b02ca5,ingénieur informatique DevOps confirmé H/F,Easy Partner,Paris (75),45 000 € par an,"### La Société  La société développe une solution innovante dans le domaine du Crowdsourcing qui vise à permettre à leurs clients de collecter des informations vitales afin de gérer au mieux leur stratégie de distribution.  ### La Mission  Gestion et optimisation de l’infrastructure Développement back-end PHP Mise en place de CI / CD et tests unitaires Réflexion autour de la migration vers le cloud (AWS) Développement d’APIs Rest Optimisation des bases de données  ### Le Profil  Vous avez un minimum de 2 ans d’expérience en administration systèmes Vous maîtrisez un framework de PHP Vous avez une base de connaissance sur cloud (AWS, Azure, GCP ) Vous justifiez d’une formation d’ingénieur ou de développeur web Vous savez et aimez travailler en autonomie Vous êtes orienté(e) projet et satisfaction client  Easy Partner, cabinet de recrutement digital à Paris et Aix-en-Provence, vous propose les meilleures opportunités de carrière sur le marché de l’emploi. Pour vous proposer les challenges techniques les plus stimulants, nous travaillons uniquement avec les clients finaux les plus demandés du marché.  Retrouvez-nous sur nos différents réseaux !  Site : www.easypartner.fr Facebook : www.facebook.com/Easy-Partner-262077263862419/ Twitter : www.twitter.com/Easy_Partner Linkedin : www.linkedin.com/company/easy-partner Viadeo : www.viadeo.com/fr/company/easy-partner",,Développeur,75,Paris,75,45000.0,45000.0,annually,45000.0,1,1,0,3,2
630,pj_b0129ea913cb9659,ingénieur informatique Devops/Cloud (H/F),OVALO,Paris (75),45 000 € - 60 000 € par an,"Le poste : Nous recherchons un Ingénieur Devops ayant pour mission d’assurer la disponibilité et le bon fonctionnement des infrastructures, et sera impliqué dans tous les processus liés aux versions du logiciel, au déploiement et au soutien à la production.  Vos missions :  Concevoir et maintenir l’infrastructure Cloud  Produire et Exploiter les plateformes Cloud  Définir et Implémenter des infrastructures de virtualisation  Industrialiser les environnements de production  Travailler en collaboration avec le métier et les équipes de développement  Le profil recherché : De formation supérieure (Bac +5), vous êtes un Ingénieur Devops ayant :  Une expérience avec les outils d’automatisation (Ansible, Salt, Puppet, Chef)  Une expérience avec les services Clouds (AWS, Openstack, Azure)  De bonnes compétences en système Linux  Des connaissances dans différents langages de programmation (Python, Java, Perl, Bash )  Ovalo, l’entreprise de vos rêves ?  Lancé en Aout 2015, Ovalo a l’ambition d’être un cabinet de conseil unique en son genre : réactivité, management de proximité, perspectives d’évolutions et de mobilité Tout est mis en uvre pour que chaque salarié soit partie intégrante de la réussite de l’entreprise !   Ovalo propose des missions d’expertise à ses consultants : projets durables, enrichissants et challengeants chez des clients grands comptes ! C’est aussi une entreprise où il fait bon vivre : des événements réguliers, une team soudée et solidaire, un esprit de partage   Ovalo encourage l’autonomie et les initiatives : il est offert à toutes et à tous la possibilité et surtout les moyens de prendre part à la vie de l’entreprise, par exemples : en animant des conférences, en participant à la construction de nouvelles offres, en représentant Ovalo à des salons, en participant aux recrutements et aux avant-ventes etc.  N’hésitez plus !",,Développeur,75,Paris,75,45000.0,60000.0,annually,52500.0,3,1,0,1,3
631,pj_b01a88860072d757,Business Developer Grands Comptes – Big Data & Intelligence Artificielle (H/F),Uptoo,Paris (75),50 000 € - 60 000 € par an,"À PROPOS :  Le monde de demain est entre vos mains : rejoignez une entreprise innovante et libérée où le capital humain est la ressource la plus précieuse…  À propos de nous …  Intelligence artificielle & Big Data : les nouvelles technologies ont créé chez nous une vocation forte en 2014, celle d’aider les entreprises dans l’élaboration et la construction de nouvelles solutions innovantes.  Machine learning, Deep learning, Computer Vision…nos experts donnent le meilleur d’eux-mêmes pour faire de notre structure un cabinet de conseil et d’intégration sérieux et réputé. Un challenge largement relevé puisque nous comptons désormais 80 collaborateurs et un CA de 7,5 millions d’euros sur 2019. Aujourd’hui, l’aventure se poursuit et nous sommes heureux de compter parmi nos clients des grands comptes du CAC40, dont vous reprendrez peut-être la gestion si vous allez jusqu’au bout de cette annonce…  LES MISSIONS :  Travailler dans notre cabinet  #Quotidien  Au sein de notre tribu, vous êtes responsable de grands comptes. Vous adressez les directions IT, Digitales, Data Lab (laboratoire d’innovation etc) auprès de prospects et clients à fort potentiel, pour proposer nos prestations de services. Ambassadeur(rice) de notre expertise, vous pilotez l’ensemble du cycle de vente afin de répondre à toutes les demandes de vos clients, d’analyser leurs besoins et de formuler des offres sur mesure.  LE PROFIL RECHERCHÉ :  Qui êtes-vous ?  Un(e) passionné(e) de l’univers IT et des technologies innovantes, avec un vrai sens du commerce. Avoir un métier qui a du sens, et qui contribue à construire le monde de demain : voici votre vraie ambition. Après une formation de type BTS ou Ecole de Commerce et ayant eu une première expérience commerciale (1 an minimum), vous êtes prêt(e) à chasser avec envie et persévérance sur un nouveau terrain de jeu.  LES AVANTAGES :  #Avantages  L’innovation, ce n’est pas que dans nos solutions technologiques ! C’est aussi dans notre façon de voir la culture d’entreprise et le monde du travail. Nous aimons que nos collaborateurs se sentent libres d’agir et de penser : votre bien-être est notre priorité. De notre côté, nous nous engageons à vous fournir tous les meilleurs outils de travail et du vôtre, vous vous assurez que les clients soient 100% satisfaits, deal ?  Package attractif de 50 à 60K€ annuel brut Super cadre de travail Poste basé à Paris  Référence: UPTN13839",,Data,75,Paris,75,50000.0,60000.0,annually,55000.0,3,1,0,1,3
632,pj_b14d118b9997ce7a,Data analyste informatique - Foodtech,Easy Partner,Paris (75),45 000 € - 55 000 € par an,"La Société : Notre client est un acteur de la Foodtech engagé dans le Mieux Manger et le Mieux Consommer via la traçabilité alimentaire et la blockchain, celui-ci recherche un Data Analyst pour rejoindre ses équipes. Leur objectif est d’améliorer la sécurité alimentaire et de rétribuer les acteurs s’engageant dans cette démarche en respectant notamment le bien-être animal ou encore en limitant les gaspillages des ressources. Si vous partagez de telles valeurs, alors ce poste est fait pour vous !  Le Poste : Au sein d’une équipe de 2 personnes, qui tend à s’agrandir encore, vous occuperez le poste de Data Analyst. Vos missions seront notamment les suivantes : Prendre la responsabilité du module Live-Audit en termes de développement, maintenance et évolution Analyser et traiter les données Vérifier la conformité et l’exactitude de la provenance des données Croiser les données Informer les équipes en interne et les clients en externe de la non-conformité d’un produit et en expliquer les raisons  Environnement technologique : ODM (anciennement JRules), Java, PowerBI  Le Profil : Première expérience significative sur une plate-forme de développement et d’exécution de règles métier Maitrise de Java est un gros + Connaissances en Supply Chain Alimentaire Qualités attendues : analytique, consciencieux, pragmatique  Les Avantages : Bureaux à Station F ! 11 RTT Rémunération variable en plus du fixe Esprit Start-Up très tourné vers l’humain",07/10/2019,Data,75,Paris,75,45000.0,55000.0,annually,50000.0,2,1,0,1,3
633,pj_b22adfc4bb68f404,Analyste Développeur/Support Fonctionnel H/F,LOGWARE,Paris 13e (75),45 000 € par an,"Vous êtes développeur(se) et souhaitez consolider votre expertise technique tout en développement vos compétences fonctionnelles dans un environnement finance de marché ?! Ce poste est tout simplement fait pour vous...Vos missions : En tant qu’Analyste Développeur/Support Fonctionnel au sein du département informatique, vos journées seront rythmées par les activités suivantes : Analyser les outils/les besoins des utilisateurs Rechercher des solution adaptées pour intégrer ces besoins dans le SI Coordonner la mise en oeuvre de ces solutions Assurer le support fonctionnel sur les applications FO Anticiper, analyser, identifier et résoudre les incidents Coordonner la résolution des incidents avec toutes les équipes IT de la banque Proposer et développer en mode commando de nouvelles solutions Automatiser des tâches récurrentesLes « must have » Background technique en développement (VBA / SQL) & Support N2 Expérience en finance de marché (FO/MO) Connaissance en Market Data Maîtrise des outils de gestion de projets Agile  Le « nice profil » : Diplômé(e) de l’enseignement supérieur (Bac+5 minimum) Votre curiosité, votre capacité d’analyse et de réactivité, votre implication, votre capacité d'adaptation, votre sens du service, ainsi que votre détermination à contribuer à la réussite des projets de nos clients Rémunération selon profil et expérience Mobilité en région parisienne, le poste étant basé à Paris Aisance en AnglaisSi ce poste vous a donné l’envie de nous rejoindre, vous pouvez le faire en 2mn chrono avec l’envoi de votre candidature à j.kan@logware.fr !Nous saurons vous assurer une belle carrière au sein de Logware avec des propositions de missions à fort challenge, des formations et un suivi régulier pour vous accompagner tout au long de notre collaboration !",,Développeur,75,Paris,75,45000.0,45000.0,annually,45000.0,1,1,0,3,2
634,pj_b326f163f2be9e40,Tech Lead DevOps,Delia Technologies,Nantes (44),45 000 € - 55 000 € par an,"Delia Technologies #LaDevOpsFamily Delia, c’est la jeune ESN nantaise basée à La Cantine qui souhaite casser les codes du service IT. Loin de prétendre pouvoir construire seuls cette jeune structure, nous sommes partis d'une page blanche pour construire jour après jour un modèle collaboratif et engagé. Exit le babyfoot et la borne d’arcade, c’est par nos valeurs et le sens de nos actions que nous cultivons l’esprit Delia et ce sentiment d’appartenance qui nous est cher. Engagements Clients, Collaborateurs, Communauté nantaise, voilà nos crédos ! Vous n’êtes pas certain que Delia soit faite pour vous ? Venez prendre un verre et échanger avec l'ensemble de l'équipe. . . Vous voulez animer... En tant que leader, vous serez amenés à participer au développement de notre équipe sur les technologies qui accompagnent la culture DevOps. Nous vous donnerons les moyens de parfaire vos connaissances tout accompagnant nos jeunes pousses dans leur montée en compétence. Encadrer la veille technologique, formaliser nos offres, participer à la vie de la communautés Tech nantaise feront partie de vos réalisations. . Les missions clients qui vous seront confiées... Concentrées sur la Métropole nantaise, vous serez amenés à intervenir au sein de projets Agiles pour réaliser des missions en adéquation avec vos compétences et appétences. Concevoir des architectures agiles Industrialiser les déploiements applicatifs en proposant des solutions CI/CD Mettre en place des infrastructures as a service qu'elles soient Cloud, On Premise ou Hybrides Évangéliser les pratiques DevOps et concevoir des plans de transformation Auditer des projets et apporter des solutions dans une démarche Conseil Le tout dans un environnement en lien avec vos appétences technologiques : AWS, Azure, GCP, OVH, Lambda, Docker, Terraform, Puppet, SaltStack, Chef, Kubernetes, Ansible, ELK, Jenkins, OpenStack... . Vous êtes prêt ? Nous vous encouragerons à participer activement aux Meetup et événements nantais de référence (DevFest, Web2Day, Digital change, Agile tour...), que nous soyons organisateur, sponsor ou simple participant. Et par-dessus tout, vous contribuerez au développement de Delia en proposant, en organisant ou simplement en participant à des initiatives fun et engagées ! Ça vous dirait un séminaire Kitesurf ? ;) . Vous n'avez pas prévu de passer votre carrière comme collaborateur Delia ? Sachez que si un jour il vous vient une folle envie de monter votre propre projet, nous saurons vous accompagner avec autant d’enthousiasme que vous aurez pu nous en apporter ! Chez Delia, nous n’acceptons pas seulement la différence, nous la cultivons et la soutenons pour l’intérêt de notre famille. Delia se veut une entreprise responsable socialement en proposant des projets et en soutenant les initiatives de l’ensemble de ses collaborateurs sans distinction, jugement ou préjugé. Soyez vous-même, vous nous plairez ! Type d'emploi : Freelance / Indépendant, CDI Salaire : 45 000,00€ à 55 000,00€ /an Expérience: tech lead devops ou similaire: 3 ans (Requis)",,Développeur,Loire-Atlantique,Nantes ,44,45000.0,55000.0,annually,50000.0,2,1,0,1,3
635,pj_b5ef21c1968eecba,PROJETEUR DATA CENTER H/F,Groupement de l'Interim Francais,France,2 500 € - 3 200 € par mois,"LE PROJET Projet's, agence spécialisée en délégation du personnel en bureaux d'études et techniques recherche pour son client un : PROJETEUR DATA CENTER H/F.  Vos missions :  Relevés techniques  Etudes de faisabilité  Proposition de solutions techniques  Dimensionnements  Réalisation des pièces graphiques, synoptiques et plans d’implantation des lots techniques  Suivi réalisation et visas techniques, PROFIL RECHERCHÉ Vous êtes diplômé(e) d’un bac +2/+3 en génie climatique, électrique ou électrotechnique. - Talentueux(se) et/ou avec expérience d’au minimum 3 ans. Vous maitrisez parfaitement AUTOCAD et avez des bonnes connaissances sur REVIT.  Le salaire est situé entre 2500€ et 3200€ brut.  Le poste est situé à Paris dans le cadre d’une longue mission en travail temporaire.  Cette belle opportunité vous correspond et vous intéresse ?  Je vous remercie de nous faire suivre votre candidature à l’adresse mail suivante : mayre.lucas@gif.fr Vous pouvez également nous joindre directement au : 01 42 74 79 91.  Mayré LUCAS /AGENCE PROJET’S CONTACT Agence : PROJET'S 1",05/10/2019,Data,75,Paris,75,30000.0,38400.0,annually,34200.0,0,0,2,0,1
636,pj_b7a46071719257c5,DEVELOPPEUR CONFIRME .NET FULLSTACK JS,GROUPE ALLIANCE,Paris (75),40 000 € - 55 000 € par an,"Depuis sa création en 1997, le Groupe ALLIANCE, 130 consultants, se distingue par sa croissance ininterrompue et régulière. Nous intervenons en qualité de société experte chez nos clients Grands Comptes et sommes spécialisés sur des projets à forte valeur ajoutée. Notre savoir-faire s’articule autour de trois pôles d’expertise métiers - MOE, MOA, Infrastructure - chacun représenté par un capital humain expert dans son domaine.  Situé au cur de Paris, quartier de l’Opéra, le Groupe ALLIANCE privilégie avant tout l’individu et la culture du service. Cette approche nous a permis de fidéliser nos consultants et de créer un climat de confiance avec nos clients.  Notre culture d’entreprise est résolument tournée vers l’écoute, la proximité et le professionnalisme.  Afin de mieux nous connaître, nous vous invitons à vous rendre sur notre site : www.groupealliance.eu  Mission : Au sein d’un grand nom du e-commerce, dans le Département dédié aux SI, vous avez pour mission de participer à la conception et au développement des projets informatiques qui vous sont confiés, en respectant les contraintes organisationnelles, budgétaires et de plannings, fonctionnels et/ou techniques qui sont définies par votre hiérarchie.  Rattaché au Chef d’équipe, vos responsabilités sont : Concevoir et mettre en uvre les solutions techniques adaptées au besoin des projets Respecter les engagements de planning avec estimations des charges préalables des livrables (suivi de taches) Proposer des outils permettant d’évaluer la qualité/rentabilité (d’un point de vue commerciale) d’un fournisseur ou d’un article Alerter en cas de problème/retard Garantir la qualité des livrables Rédiger/tenir à jour les documentations relatives aux développements pris en charge (architecture, exploitation, utilisateur, commentaires dans le code) Mettre en uvre les process opérationnels de la DSI (méthodologie agile avec gestion des exigences métier) Tests unitaires, et tests d’intégrations (automatisés si possible) à prendre en compte lors des développements Faciliter le passage de connaissances et le transfert de ses réalisations aux autres équipes DSI Compétences techniques requises : Forte compétence sur Frameworks JS, idéalement React Maîtrise de deux langages de programmation (dont Framework .NET) Très bonne connaissance de C#, ADO.NET (Dapper), Web.API Au minimum un projet Web réussi en tant que Développeur FULLSTACK Compétences techniques appréciées : Micro-service, gestion de bus (RabbitMq, Kafka) Compétences DevOps (Docker, Rancher, conception de build, déploiement automatique) langage GO Méthodologie Scrum ou assimilée Forte appétence pour l’agilité Une appétence pour le fonctionnel est importante.  Le poste est à pourvoir dès que possible pour longue durée, à Paris-Nord.",,Développeur,75,Paris,75,40000.0,55000.0,annually,47500.0,2,1,0,3,2
637,pj_b97a45363505494a,Data Scientist H/F - BIOFORTIS - CDI - Saint-Herblain (44),SILLIKER - MERIEUX NUTRISCIENCES FRANCE,Saint-Herblain (44),40 000 € par an,"#JobAlert #Stats #DataScientist #Nantes #MérieuxNutriSciences BIOFORTIS, basée à Saint-Herblain, près de Nantes (44), est la filiale du groupe MERIEUX-NUTRISCIENCES depuis 2002. Présent dans 24 pays et à travers plus de 100 laboratoires, MERIEUX NUTRISCIENCES fait avancer la science en proposant des solutions pour la qualité et sécurité alimentaire. Notre vision est en effet d’améliorer la santé grâce à des aliments plus sûrs et une nutrition plus saine. Cette vision se concrétise chaque jour, grâce à nos 7000 collaborateurs animés par nos 4 valeurs : l’excellence, l’intégrité, le sens de l’initiative et le sens des responsabilités. MERIEUX NUTRISCIENCES FRANCE, basée à Cergy (95) regroupe l’ensemble des fonctions support à l’activité de nos 7 laboratoires de chimie et de microbiologie. Par leur expertise scientifique, réglementaire et technique, MERIEUX NUTRISCIENCES fournit aux entreprises nationales et internationales non seulement des prestations de qualité, mais surtout des solutions pratiques et adaptées à leurs problématiques. BIOFORTIS est la CRO du groupe, dédiée à l’innovation dans les secteurs de l'agroalimentaire, de la nutrition, de la santé, de la cosmétique et des biens de consommation. Elle accompagne le développement des produits de ses clients en offrant des services originaux et innovants tels que des preuves pré-cliniques et cliniques, des analyses du microbiote et leur interprétation scientifique, des évaluations sensorielles et des tests consommateurs. Les compétences cliniques et Sensorielles & Consommateurs des deux business units de BIOFORTIS font de notre société une CRO unique. Selon les demandes des clients, nos différentes équipes peuvent être impliquées du développement scientifique de produits nouveaux jusqu’à la mesure et l’appréciation des consommateurs finaux. Présente en Europe, aux Etats-Unis, en passant par la Chine jusqu'au Brésil, BIOFORTIS emploie à ce jour près de 200 salariés sur ses différents sites. Une opportunité à pourvoir pour dès que possible, envie de tenter l'expérience Mérieux ? Postulez! Dans le cadre de notre développement, nous recherchons donc notre nouveau talent ! Vos principales missions : Conduite de projets R&D internes Veille bibliographique, synthèse et recommandations sur les méthodes d’analyses statistiques de données de métagénomique ciblée ou shotgun Développement/Optimisation de workflows d’analyses statistiques et de visualisations Mise en place d’approches d’intégration de données en utilisant notamment des approches de machine learning Participation à la rédaction de publications scientifiques Gestion de projets clients Elaboration des hypothèses statistiques en collaboration avec les équipes scientifiques et le client Définition des approches méthodologiques Conduite des analyses et rédaction de rapports d’études Profil recherché : Vous avez une formation supérieure en statistiques/data science, dès Bac+4/5 . Connaissances en NGS, génomiques et/ou métagénomiques . Expérience démontrée en programmation statistique, notamment R (Shiny serait apprécié) et Python. Vous avez de larges compétences en modélisation statistique (analyse différentielle, lasso, …), machine learning (random forest, PLS, SVM, …) et intégration/analyse de données hétérogènes et grandes dimensions . Connaissances en analyses de réseaux seraient un plus . Bon niveau d’anglais scientifique . Capacité à interagir dans un environnement pluridisciplinaire . Autonomie, rigueur, très bon relationnel, esprit de synthèse et d’initiative Avantages proposés : Filiale appartenant à un groupe reconnu dans le monde Excellente image de marque dans son domaine d’activité Polyvalence dans les missions Autonomie Equipe dynamique Conditions d’emploi : Poste à pouvoir ASAP Salaire 40 K € brut annuel + partie variable + avantages groupe (TR, mutuelle, etc.) Si vous vous reconnaissez dans ces compétences, que vous souhaitez mettre en avant votre relationnel, vos idées, que vous aimez le travail d'équipe... alors notre offre est faite pour vous ! merci d’envoyer votre CV et lettre de motivation – Réf.DATA-44-2019 à l’attention de M. BILLAUD Type d'emploi : CDI Expérience: data scientist: 1 an (Souhaité) programmation statistique: 1 an (Souhaité) conduite de projets: 1 an (Souhaité) Formation: Bac +4 (Maîtrise) (Souhaité) Lieu: Saint-Herblain (44) (Souhaité) Certificats et autres accréditations: Permis B (Souhaité) Langue: anglais (Souhaité)",,Data,Loire-Atlantique,Saint-Herblain ,44,40000.0,40000.0,annually,40000.0,1,1,2,3,1
638,pj_b99a4110cbfab158,Technical Leader Software Video h/f,Selescope,Paris (75),90 000 € - 100 000 € par an,"Fleuron de l'industrie française en DTV, notre expertise et excellence est reconnue à travers le monde (90% de notre CA est international), nous sommes membre actif de groupes et organisations de normalisation (DVB, SMPTE, ITU, Alliance for Open Media), nous sommes précurseurs sur des évolutions technologiques majeures sur nos marchés. Nous recherchons un Technical Team Leader pour prendre en charge une de nos gammes produit, porter notre excellence et les ruptures technologiques de demain. Technical Leader Software Video h/f Paris ou Rennes / 60-80 k€ Vous êtes responsable d'une équipe d'une quinzaine de software engineers (en croissance), spécialisés middleware et backEnd, sur un de nos produits clés ( architecture monolithique évoluant vers une approche microservices) / fortes contraintes Temps Réel , programmation concurrentielle, haut niveau d'exigence de performance, maintenabilité et scalabilité Product Owner Proxy : Vous appréhendez les besoins marché à travers le PO, les Pre Sales, voir vous supportez opérationnellement nos équipes Sales en expertise technique et ponctuellement dans la relation client Vous challengez et raffinez techniquement les stories avec le marketing, Vous aidez à canaliser les choix fonctionnels/techniques, vous trouvez des alternatives pour optimiser les implémentations et assurer le niveau de ROI, performance, qualité, scalabilité Technical Leader Proxy Vous développez une parfaite maîtrise du produit dans son architecture (vous vous appuyez notamment sur l'expertise d'un architecte principal) et vous pouvez donc définir la stratégie technique, optimiser la construction des implémentations techniques des ruptures technologiques /des évolutions à opérer Vous organisez les développements en conséquence sur les différents sprints Vous supportez l'équipe technique Managérialement, Vous encadrez, supportez, faites grandir et monter en compétences et en performance chacun des membres de votre équipe H/F ingénieur ou équivalent, vous êtes actuellement technical team leader ou architecte avec un vrai potentiel à leader une équipe. Votre orientation business, votre capacité à vous positionner en véritable PO Proxy (binôme, miroir technique) est indiscutable. Votre crédibilité technique et votre capacité à accompagner une équipe technique dans sa performance et sa montée en compétences est évidente.  Une 1ere expérience en vidéo / media processing / transcodage ….est indispensable Votre personnalité fera la différence : leadership, excellente communication, business oriented, curiosité, capacité d'analyse, rigueur, agilité intellectuelle, enthousiaste, engagement, pragmatisme, sens du résultat, team spirit Nous vous proposons : Un rôle clé dans notre organisation, être le garant de l'excellence d'un de nos produits clés Un ADN de société très intrapreneurial, customer oriented et innovant intrinsèquement Une société à taille humaine, des résultats solides, Des sujets stimulants et passionnants Une excellente ambiance de travail et un fort esprit d'équipe (équipes françaises et internationales) Une organisation agile",,Développeur,75,Paris,75,90000.0,100000.0,annually,95000.0,3,2,1,2,3
639,pj_b9aadcfef323082b,Developpeur Sharepoint / .NET H/F,United Pharmaceuticals - Novalac,Paris (75),45 000 € par an,"Sharepoint / Visual-basic / Visual-studio / Sql / Javascript Lead Developer / CDI / Environ 45k€ / 3 - 6 ans / Paris  Le poste United Pharmaceuticals Spécialiste du secteur santé et nutrition, leader en pharmacie en France et présent dans plus de 50 pays, grâce à sa politique d'innovation, notre PME, d’une cinquantaine de personnes réparties sur 3 sites, recrute un Développeur Sharepoint H/F pour accompagner sa croissance. Vous êtes sous la responsabilité du Directeur Informatique, vous travaillez en étroite collaboration avec nos différents métiers. Les responsabilités Analyse et formalisation des besoins fonctionnels pour le développement de nouvelles applications Développements et tests unitaires Etre le garant de la qualité des développements et de la documentation Modélisation des processus métier (Business Process Management) et de traitement documentaire Implication dans les projets d'intégration d'outils standards tel que CRM, Reporting et ERP Pourquoi venir chez nous? PME familiale en très forte croissance, leader dans le domaine de la nutrition infantile. Contexte responsabilisant : Autonomie, possibilité et faire des propositions et d'être écouté. Equipe à taille humaine : 3 personnes en IT Condition de travail au top !",,Développeur,75,Paris,75,45000.0,45000.0,annually,45000.0,1,1,0,3,2
